"Country","Issuer","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Thickness","Year","Gregorian year","Mintmark","Quantity","Grade","Collection","Public comment"
"Thailand","Thailand","Baht (1897-date)","10","Y# 227","N# 1643","10 Baht - Rama IX (Wat Arun; 3rd portrait)","Standard circulation coin","1988-2008","Round","Bimetallic: aluminium-bronze center in copper-nickel ring","8.5","26","2","2545","2002","","1","VF","World Coins / Other",""
"Thailand","Thailand","Baht (1897-date)","10","Y# 328","N# 1639","10 Baht - Rama IX (50th Anniversary - Reign of King Rama IX)","Circulating commemorative coin","1996","Round","Bimetallic: aluminium-bronze center in copper-nickel ring","8.5","26","2.17","2539","1996","","1","F","World Coins / Other",""
"Thailand","Thailand","Baht (1897-date)","10","","N# 138312","10 Baht - Rama X (1st portrait)","Standard circulation coin","2018-2021","Round","Bimetallic: aluminium-bronze center in copper-nickel ring","8.5","26","2.15","2561","2018","","1","XF","World Coins / Other",""
"Trinidad and Tobago","Trinidad and Tobago","Dollar (1964-date)","0.1","KM# 31","N# 3463","10 Cents","Standard circulation coin","1976-2017","Round","Copper-nickel","1.41","16.26","1.02","2008","2008","","1","VF","South America / Caribbean",""
"Trinidad and Tobago","Trinidad and Tobago","Dollar (1964-date)","0.25","KM# 32","N# 1159","25 Cents","Standard circulation coin","1976-2017","Round","Copper-nickel","3.53","20","1.63","1993","1993","","1","VF","South America / Caribbean",""
"Tunisia","Tunisia","Dinar (1958-date)","0.05","KM# 308","N# 824","50 Millièmes (non-magnetic)","Standard circulation coin","1960-2009","Round","Brass","6","25","1.64","1403","1983","","1","XF","World Coins / Other",""
"Tunisia","Tunisia","Dinar (1958-date)","0.1","KM# 309","N# 825","100 Millièmes (non-magnetic)","Standard circulation coin","1960-2018","Round","Brass","7.5","27","1.8","1403","1983","","1","VF","World Coins / Other",""
"Turkey","Turkey","Old lira (1923-2005)","100","KM# 988","N# 1328","100 Lira","Standard circulation coin","1988-1994","Round","Aluminium-bronze (Cu 70% Zn 30%)","4.1","20.75","1.4","1990","1990","","1","XF","World Coins / Other",""
"Turkey","Turkey","Old lira (1923-2005)","5000","KM# 1029.1","N# 814","5000 Lira","Standard circulation coin","1995-2001","Round","Brass (Cu 70% Zn 30%)","6","19.5","2.6","1995","1995","","1","VF","World Coins / Other",""
"Turkey","Turkey","New lira (2005-date)","0.05","KM# 1240","N# 7047","5 Kuruş","Standard circulation coin","2009-2021","Round","Brass","2.9","17.5","1.65","2018","2018","","1","AU","World Coins / Other",""
"Turkey","Turkey","New lira (2005-date)","0.5","KM# 1243","N# 7048","50 Kuruş","Standard circulation coin","2009-2021","Round","Bimetallic: brass center in copper-nickel ring","6.8","23.85","2","2019","2019","","1","AU","World Coins / Other",""
"Turkey","Turkey","New lira (2005-date)","1","KM# 1244","N# 6163","1 Lira","Standard circulation coin","2009-2021","Round","Bimetallic: copper-nickel center in brass ring","8.2","26.15","2","2016","2016","","1","VF","World Coins / Other",""
"Uganda","Uganda","New shilling (1987-date)","100","KM# 67a","N# 44644","100 Shillings (magnetic)","Standard circulation coin","2007-2019","Round","Nickel plated steel","6.6","27","1.73","2012","2012","","1","XF","World Coins / Other",""
"Ukraine","Ukraine","Hryvnia (1996-date)","0.01","KM# 6","N# 3303","1 Kopiika","Standard circulation coin","1992-2018","Round","Stainless steel","1.5","16","1.2","2004","2004","","1","XF","Europe",""
"Ukraine","Ukraine","Hryvnia (1996-date)","1","KM# 209","N# 3399","1 Hryvnia (Volodymyr the Great)","Standard circulation coin","2004-2018","Round","Aluminium-bronze","6.8","26","1.85","2006","2006","","1","XF","Europe",""
"Ukraine","Ukraine","Hryvnia (1996-date)","1","","N# 140064","1 Hryvnia","Standard circulation coin","2018-2021","Round","Nickel plated steel","3.3","18.9","1.7","2018","2018","","1","XF","Europe",""
"United Arab Emirates","United Arab Emirates","Dirham (1973-date)","0.25","KM# 4","N# 2451","25 Fils - Zayed / Khalifa (non-magnetic)","Standard circulation coin","1973-2011","Round","Copper-nickel","3.5","20","1.5","1428","2007","","1","XF","World Coins / Other",""
"United Arab Emirates","United Arab Emirates","Dirham (1973-date)","1","KM# 6.1","N# 2958","1 Dirham - Zayed (large type)","Standard circulation coin","1973-1989","Round","Copper-nickel","11.3","28.5","2.3","1408","1988","","1","VF","World Coins / Other",""
"United Arab Emirates","United Arab Emirates","Dirham (1973-date)","1","KM# 6.2","N# 1310","1 Dirham - Zayed / Khalifa (small type; non-magnetic)","Standard circulation coin","1995-2007","Round","Copper-nickel","6.4","23.8","1.9","1428","2007","","1","VF","World Coins / Other",""
"United Arab Emirates","United Arab Emirates","Dirham (1973-date)","1","KM# 6.2a","N# 40522","1 Dirham - Khalifa (small type; magnetic)","Standard circulation coin","2012-2014","Round","Nickel plated steel","6.1","24","1.9","1433","2012","","1","VF","World Coins / Other",""
"United Kingdom","United Kingdom","Pound sterling (1158-1970)","0.001041666666667","KM# 843","N# 3310","1 Farthing - George VI (with 'IND:IMP')","Standard circulation coin","1937-1948","Round","Bronze","2.83","20","1.38","1944","1944","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (1158-1970)","0.004166666666667","KM# 897","N# 858","1 Penny - Elizabeth II (1st portrait; without 'BRITT:OMN')","Standard circulation coin","1954-1970","Round","Bronze","9.45","30.8","1.6","1965","1965","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.005","KM# 914","N# 856","½ New Penny - Elizabeth II (2nd portrait)","Standard circulation coin","1971-1981","Round","Bronze","1.78","17.14","1.07","1975","1975","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.01","KM# 915","N# 665","1 New Penny - Elizabeth II (2nd portrait)","Standard circulation coin","1971-1981","Round","Bronze","3.56","20.3","1.52","1971","1971","","1","F","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.01","KM# 935a","N# 860","1 Penny - Elizabeth II (3rd portrait; magnetic)","Standard circulation coin","1992-1997","Round","Copper plated steel","3.56","20.3","1.65","1993","1993","","1","F","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.01","KM# 986","N# 862","1 Penny - Elizabeth II (4th portrait; magnetic)","Standard circulation coin","1998-2008","Round","Copper plated steel","3.56","20.3","1.65","2008","2008","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.01","KM# 1107","N# 4038","1 Penny - Elizabeth II (4th portrait; Royal Shield)","Standard circulation coin","2008-2015","Round","Copper plated steel","3.56","20.3","1.65","2010","2010","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.02","KM# 916","N# 664","2 New Pence - Elizabeth II (2nd portrait)","Standard circulation coin","1971-1981","Round","Bronze","7.12","25.9","1.85","1979","1979","","1","F","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.02","KM# 936","N# 867","2 Pence - Elizabeth II (3rd portrait; non-magnetic)","Standard circulation coin","1985-1992","Round","Bronze","7.12","25.9","1.85","1988","1988","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.02","KM# 936a","N# 868","2 Pence - Elizabeth II (3rd portrait; magnetic)","Standard circulation coin","1992-1997","Round","Copper plated steel","7.12","25.9","2.05","1997","1997","","1","F","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.02","KM# 987","N# 7398","2 Pence - Elizabeth II (4th portrait; magnetic)","Standard circulation coin","1998-2008","Round","Copper plated steel","7.12","25.9","2.05","2003","2003","","1","XF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.02","KM# 1108","N# 4039","2 Pence - Elizabeth II (4th portrait; Royal Shield)","Standard circulation coin","2008-2015","Round","Copper plated steel","7.12","25.9","2.05","2014","2014","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.05","KM# 911","N# 873","5 New Pence - Elizabeth II (2nd portrait)","Standard circulation coin","1968-1981","Round","Copper-nickel","5.65","23.59","1.78","1977","1977","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.05","KM# 937b","N# 875","5 Pence - Elizabeth II (3rd portrait; small type)","Standard circulation coin","1990-1997","Round","Copper-nickel","3.25","18","1.7","1991","1991","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.05","KM# 1109d","N# 25766","5 Pence - Elizabeth II (4th portrait; Royal Shield, magnetic)","Standard circulation coin","2011-2015","Round","Nickel plated steel","3.25","18","1.7","2012","2012","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.05","KM# 1334","N# 70547","5 Pence - Elizabeth II (5th portrait; Royal Shield)","Standard circulation coin","2015-2021","Round","Nickel plated steel","3.25","18","1.7","2017","2017","","1","XF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.1","KM# 912","N# 878","10 New Pence - Elizabeth II (2nd portrait)","Standard circulation coin","1968-1981","Round","Copper-nickel","11.3","28.5","2.25","1975","1975","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.1","KM# 938b","N# 879","10 Pence - Elizabeth II (3rd portrait; small type)","Standard circulation coin","1992-1997","Round","Copper-nickel","6.5","24.5","1.85","1992","1992","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.1","KM# 1110d","N# 25746","10 Pence - Elizabeth II (4th portrait; Royal Shield, magnetic)","Standard circulation coin","2011-2015","Round","Nickel plated steel","6.5","24.5","1.85","2012","2012","","1","XF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.1","KM# 1335","N# 70549","10 Pence - Elizabeth II (5th portrait; Royal Shield)","Standard circulation coin","2015-2021","Round","Nickel plated steel","6.5","24.5","1.85","2015","2015","","1","XF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.2","KM# 931","N# 865","20 Pence - Elizabeth II (2nd portrait)","Standard circulation coin","1982-1984","Equilateral curve heptagon","Copper-nickel","5","21.4","1.7","1982","1982","","1","F","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.2","KM# 939","N# 1376","20 Pence - Elizabeth II (3rd portrait)","Standard circulation coin","1985-1997","Equilateral curve heptagon","Copper-nickel","5","21.4","1.7","1993","1993","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.2","KM# 1111","N# 5628","20 Pence - Elizabeth II (4th portrait; Royal Shield)","Standard circulation coin","2008-2015","Equilateral curve heptagon","Copper-nickel","5","21.4","1.7","2009","2009","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.5","KM# 940.2","N# 20700","50 Pence - Elizabeth II (3rd portrait; small type)","Standard circulation coin","1997","Equilateral curve heptagon","Copper-nickel","8","27.3","1.78","1997","1997","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.5","KM# 991","N# 864","50 Pence - Elizabeth II (4th portrait; Britannia)","Standard circulation coin","1998-2009","Equilateral curve heptagon","Copper-nickel","8","27.3","1.78","1998","1998","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.5","Sp# H40","N# 125497","50 Pence - Elizabeth II (5th portrait; Benjamin Bunny)","Circulating commemorative coin","2017","Equilateral curve heptagon","Copper-nickel","8","27.3","1.78","2017","2017","","1","XF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.5","Sp# H48","N# 132512","50 Pence - Elizabeth II (5th portrait; People Act 1918)","Circulating commemorative coin","2018","Equilaterally curved heptagon","Copper-nickel","8","27.3","","2018","2018","","1","XF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","0.5","Sp# H72","N# 194693","50 Pence - Elizabeth II (5th Portrait; Brexit)","Circulating commemorative coin","2020","Equilateral curve heptagon","Copper-nickel","8","27.3","","2020","2020","","1","AU","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","1","KM# 933","N# 1389","1 Pound - Elizabeth II (2nd portrait; Royal Arms)","Standard circulation coin","1983","Round","Nickel brass","9.5","22.5","3.15","1983","1983","","1","F","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","1","KM# 941","N# 863","1 Pound - Elizabeth II (3rd portrait; Welsh Leek)","Circulating commemorative coin","1985-1990","Round","Nickel brass","9.5","22.5","3.15","1990","1990","","1","VF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","1","KM# 993","N# 7385","1 Pound - Elizabeth II (4th portrait; Royal Arms)","Circulating commemorative coin","1998-2008","Round","Nickel brass","9.5","22.5","3.15","2003","2003","","1","F","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","1","Sp# J39","N# 100658","1 Pound - Elizabeth II (5th portrait; Nations of the Crown)","Standard circulation coin","2016-2021","Dodecagonal (12-sided) *","Bimetallic: nickel plated brass center in nickel brass ring","8.75","23.4","2.8","2017","2017","","1","XF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","2","KM# 994","N# 1324","2 Pounds - Elizabeth II (4th portrait; Technology)","Standard circulation coin","1998-2015","Round","Bimetallic: copper-nickel center in nickel brass ring","12","28.4","2.5","2002","2002","","1","XF","Europe",""
"United Kingdom","United Kingdom","Pound sterling (decimalized, 1971-date)","2","KM# 1061","N# 8659","2 Pounds - Elizabeth II (4th portrait; Paddington Station)","Circulating commemorative coin","2006","Round","Bimetallic: copper-nickel center in nickel brass ring","12","28.4","2.5","2006","2006","","1","XF","Europe",""
"United States","United States","Dollar (1785-date)","0.01","KM# 132","N# 908","1 Cent ""Lincoln - Wheat Ears Reverse""","Standard circulation coin","1909-1958","Round","Copper","3.11","19","1.4","1939","1939","","1","F","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.01","KM# 201","N# 42","1 Cent ""Lincoln Memorial Cent""","Standard circulation coin","1959-1982","Round","Bronze (95% Copper, 5% Zinc or Tin)","3.11","19","1.3","1976","1976","","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.01","KM# 201a","N# 43","1 Cent ""Lincoln Memorial Cent""","Standard circulation coin","1982-2008","Round","Copper plated zinc","2.5","19.05","1.3","2001","2001","D","1","XF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.01","KM# 441","N# 6731","1 Cent ""Lincoln Cent"" (Birth and Early Childhood)","Circulating commemorative coin","2009","Round","Copper plated zinc","2.5","19.05","1.55","2009","2009","","1","XF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.01","KM# 442","N# 7214","1 Cent ""Lincoln Cent"" (Formative Years)","Circulating commemorative coin","2009","Round","Copper plated zinc","2.5","19.05","1.55","2009","2009","","1","XF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.01","KM# 443","N# 7579","1 Cent ""Lincoln Cent"" (Professional Life)","Circulating commemorative coin","2009","Round","Copper plated zinc","2.5","19.05","1.55","2009","2009","","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.01","KM# 444","N# 7580","1 Cent ""Lincoln Cent"" (Presidency)","Circulating commemorative coin","2009","Round","Copper plated zinc","2.5","19.05","1.55","2009","2009","","1","AU","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.01","KM# 468","N# 10969","1 Cent ""Lincoln Cent - Shield Reverse""","Standard circulation coin","2010-2022","Round","Copper plated zinc","2.5","19.05","1.55","2013","2013","D","1","XF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.05","KM# 192","N# 44","5 Cents ""Jefferson Nickel"" (1st portrait)","Standard circulation coin","1938-2003","Round","Copper-nickel","5","21.2","1.75","1953","1953","","1","F","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.05","KM# 192","N# 44","5 Cents ""Jefferson Nickel"" (1st portrait)","Standard circulation coin","1938-2003","Round","Copper-nickel","5","21.2","1.75","1997","1997","D","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.05","KM# 360","N# 46","5 Cents ""Jefferson Nickel"" (Louisiana Purchase)","Circulating commemorative coin","2004","Round","Copper-nickel","5","21.21","1.95","2004","2004","P","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.05","KM# 361","N# 47","5 Cents ""Jefferson Nickel"" (Westward Journey, Keelboat)","Circulating commemorative coin","2004","Round","Copper-nickel","5","21.21","1.95","2004","2004","D","1","AU","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.05","KM# 368","N# 48","5 Cents ""Jefferson Nickel"" (Westward Journey, Bison)","Circulating commemorative coin","2005","Round","Copper-nickel","5","21.21","1.95","2005","2005","P","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.05","KM# 369","N# 49","5 Cents ""Jefferson Nickel"" (Westward Journey, Ocean View)","Circulating commemorative coin","2005","Round","Copper-nickel","5","21.21","1.95","2005","2005","P","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.05","KM# 381","N# 50","5 Cents ""Jefferson Nickel"" (2nd portrait, Return to Monticello)","Standard circulation coin","2006-2022","Round","Copper-nickel (75% Copper, 25% Nickel)","5","21.21","1.95","2014","2014","P","1","XF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.1","KM# 195a","N# 53","1 Dime ""Roosevelt Dime""","Standard circulation coin","1965-2022","Round","Copper-nickel clad copper","2.268","17.91","1.35","1981","1981","P","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.1","KM# 195a","N# 53","1 Dime ""Roosevelt Dime""","Standard circulation coin","1965-2022","Round","Copper-nickel clad copper","2.268","17.91","1.35","2018","2018","P","1","XF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.25","KM# 164a","N# 55","¼ Dollar ""Washington Quarter""","Standard circulation coin","1965-1998","Round","Copper-nickel clad copper","5.67","24.26","1.75","1971","1971","D","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.25","KM# 164a","N# 55","¼ Dollar ""Washington Quarter""","Standard circulation coin","1965-1998","Round","Copper-nickel clad copper","5.67","24.26","1.75","1998","1998","P","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.25","KM# 204","N# 56","¼ Dollar ""Washington Quarter"" (Bicentennial)","Circulating commemorative coin","1976","Round","Copper-nickel clad copper","5.67","24.3","1.75","1976","1976","D","1","VF","North America / Oceania",""
"United States","United States","Dollar (1785-date)","0.25","KM# 293","N# 604","¼ Dollar ""Washington Quarter"" (Delaware)","Circulating commemorative coin","1999","Round","Copper-nickel clad copper","5.67","24.26","1.75","1999","1999","D","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 294","N# 605","¼ Dollar ""Washington Quarter"" (Pennsylvania)","Circulating commemorative coin","1999","Round","Copper-nickel clad copper","5.67","24.26","1.75","1999","1999","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 295","N# 606","¼ Dollar ""Washington Quarter"" (New Jersey)","Circulating commemorative coin","1999","Round","Copper-nickel clad copper","5.67","24.26","1.75","1999","1999","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 296","N# 607","¼ Dollar ""Washington Quarter"" (Georgia)","Circulating commemorative coin","1999","Round","Copper-nickel clad copper","5.67","24.26","1.75","1999","1999","D","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 297","N# 608","¼ Dollar ""Washington Quarter"" (Connecticut)","Circulating commemorative coin","1999","Round","Copper-nickel clad copper","5.67","24.26","1.75","1999","1999","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 305","N# 609","¼ Dollar ""Washington Quarter"" (Massachusetts)","Circulating commemorative coin","2000","Round","Copper-nickel clad copper","5.67","24.26","1.75","2000","2000","D","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 306","N# 610","¼ Dollar ""Washington Quarter"" (Maryland)","Circulating commemorative coin","2000","Round","Copper-nickel clad copper","5.67","24.26","1.75","2000","2000","D","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 307","N# 611","¼ Dollar ""Washington Quarter"" (South Carolina)","Circulating commemorative coin","2000","Round","Copper-nickel clad copper","5.67","24.26","1.75","2000","2000","D","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 308","N# 612","¼ Dollar ""Washington Quarter"" (New Hampshire)","Circulating commemorative coin","2000","Round","Copper-nickel clad copper","5.67","24.26","1.75","2000","2000","P","1","F","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 309","N# 613","¼ Dollar ""Washington Quarter"" (Virginia)","Circulating commemorative coin","2000","Round","Copper-nickel clad copper","5.67","24.26","1.75","2000","2000","P","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 318","N# 614","¼ Dollar ""Washington Quarter"" (New York)","Circulating commemorative coin","2001","Round","Copper-nickel clad copper","5.67","24.26","1.75","2001","2001","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 319","N# 615","¼ Dollar ""Washington Quarter"" (North Carolina)","Circulating commemorative coin","2001","Round","Copper-nickel clad copper","5.67","24.26","1.75","2001","2001","D","1","AU","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 320","N# 616","¼ Dollar ""Washington Quarter"" (Rhode Island)","Circulating commemorative coin","2001","Round","Copper-nickel clad copper","5.67","24.26","1.75","2001","2001","D","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 321","N# 617","¼ Dollar ""Washington Quarter"" (Vermont)","Circulating commemorative coin","2001","Round","Copper-nickel clad copper","5.67","24.26","1.75","2001","2001","D","1","F","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 322","N# 618","¼ Dollar ""Washington Quarter"" (Kentucky)","Circulating commemorative coin","2001","Round","Copper-nickel clad copper","5.67","24.26","1.75","2001","2001","D","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 331","N# 619","¼ Dollar ""Washington Quarter"" (Tennessee)","Circulating commemorative coin","2002","Round","Copper-nickel clad copper","5.67","24.26","1.75","2002","2002","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 332","N# 620","¼ Dollar ""Washington Quarter"" (Ohio)","Circulating commemorative coin","2002","Round","Copper-nickel clad copper","5.67","24.26","1.75","2002","2002","D","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 333","N# 621","¼ Dollar ""Washington Quarter"" (Louisiana)","Circulating commemorative coin","2002","Round","Copper-nickel clad copper","5.67","24.26","1.75","2002","2002","D","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 334","N# 622","¼ Dollar ""Washington Quarter"" (Indiana)","Circulating commemorative coin","2002","Round","Copper-nickel clad copper","5.67","24.26","1.75","2002","2002","P","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 335","N# 623","¼ Dollar ""Washington Quarter"" (Mississippi)","Circulating commemorative coin","2002","Round","Copper-nickel clad copper","5.67","24.26","1.75","2002","2002","P","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 343","N# 624","¼ Dollar ""Washington Quarter"" (Illinois)","Circulating commemorative coin","2003","Round","Copper-nickel clad copper","5.67","24.26","1.75","2003","2003","P","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 344","N# 625","¼ Dollar ""Washington Quarter"" (Alabama)","Circulating commemorative coin","2003","Round","Copper-nickel clad copper","5.67","24.26","1.75","2003","2003","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 345","N# 626","¼ Dollar ""Washington Quarter"" (Maine)","Circulating commemorative coin","2003","Round","Copper-nickel clad copper","5.67","24.26","1.75","2003","2003","D","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 346","N# 627","¼ Dollar ""Washington Quarter"" (Missouri)","Circulating commemorative coin","2003","Round","Copper-nickel clad copper","5.67","24.26","1.75","2003","2003","P","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 347","N# 628","¼ Dollar ""Washington Quarter"" (Arkansas)","Circulating commemorative coin","2003","Round","Copper-nickel clad copper","5.67","24.26","1.75","2003","2003","D","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 355","N# 629","¼ Dollar ""Washington Quarter"" (Michigan)","Circulating commemorative coin","2004","Round","Copper-nickel clad copper","5.67","24.26","1.75","2004","2004","P","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 356","N# 630","¼ Dollar ""Washington Quarter"" (Florida)","Circulating commemorative coin","2004","Round","Copper-nickel clad copper","5.67","24.26","1.75","2004","2004","P","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 357","N# 631","¼ Dollar ""Washington Quarter"" (Texas)","Circulating commemorative coin","2004","Round","Copper-nickel clad copper","5.67","24.26","1.75","2004","2004","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 358","N# 632","¼ Dollar ""Washington Quarter"" (Iowa)","Circulating commemorative coin","2004","Round","Copper-nickel clad copper","5.67","24.26","1.75","2004","2004","P","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 359","N# 633","¼ Dollar ""Washington Quarter"" (Wisconsin)","Circulating commemorative coin","2004","Round","Copper-nickel clad copper","5.67","24.26","1.75","2004","2004","P","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 370","N# 634","¼ Dollar ""Washington Quarter"" (California)","Circulating commemorative coin","2005","Round","Copper-nickel clad copper","5.67","24.26","1.75","2005","2005","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 371","N# 635","¼ Dollar ""Washington Quarter"" (Minnesota)","Circulating commemorative coin","2005","Round","Copper-nickel clad copper","5.67","24.26","1.75","2005","2005","D","1","AU","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 372","N# 636","¼ Dollar ""Washington Quarter"" (Oregon)","Circulating commemorative coin","2005","Round","Copper-nickel clad copper","5.67","24.26","1.75","2005","2005","P","1","VF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 373","N# 637","¼ Dollar ""Washington Quarter"" (Kansas)","Circulating commemorative coin","2005","Round","Copper-nickel clad copper","5.67","24.26","1.75","2005","2005","D","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 374","N# 638","¼ Dollar ""Washington Quarter"" (West Virginia)","Circulating commemorative coin","2005","Round","Copper-nickel clad copper","5.67","24.26","1.75","2005","2005","D","1","XF","Quarter Commemorative Book",""
"United States","United States","Dollar (1785-date)","0.25","KM# 382","N# 639","¼ Dollar ""Washington Quarter"" (Nevada)","Circulating commemorative coin","2006","Round","Copper-nickel clad copper","5.67","24.26","1.75","2006","2006","D","1","XF","Quarter Commemorative Book",""
